Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Supplier Postcode,Supplier type,Contract Number,Project code,Expenditure type,VAT Registration Number,Purchase Invoice Number
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33074971,26365.06,JUL 20 CHC BLOCK PAYMENT,CM21 0HH, , , , ,,COV19JUL20BZ
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,METHODIST HOMES,33074975,26946.47,JUL 20 CHC BLOCK PAYMENT,DE1 2EQ, , , , ,755243136,COV19JUL20CD
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE LTD,33078992,73671.78,JUL 20 CHC BLOCK PAYMENT,M22 4RY, , , , ,218770886,COV19JUL20CU
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,QUALIA CARE LTD,33078999,25355.93,JUL 20 CHC BLOCK PAYMENT,LS1 2SP, , , , ,,COV19JUL20DB
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,THAMES HEALTH CARE LTD,33079004,44577.73,JUL 20 CHC BLOCK PAYMENT,OL16 5NY, , , , ,,COV19JUL20DG
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,ZINNIA HEALTHCARE LTD,33079018,30496.01,JUL 20 CHC BLOCK PAYMENT,M23 0EA, , , , ,,COV19JUL20DU
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,YORKLEA NURSING HOME,33079019,34356.51,JUL 20 CHC BLOCK PAYMENT,M40 1QQ, , , , ,,COV19JUL20DV
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,ZENO LTD,33079020,131997.52,JUL 20 CHC BLOCK PAYMENT,SK4 3GN, , , , ,,COV19JUL20DW
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,ALEXANDRA LODGE CARE CENTRE,33079040,46282.72,JUL 20 CHC BLOCK PAYMENT,M16 8NP, , , , ,,COV19JUL20DZ
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE LTD,33079045,25963.85,JUL 20 CHC BLOCK PAYMENT,M40 1PF, , , , ,218770886,COV19JUL20EF
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BEECHILL NURSING HOME,33079047,35746.18,JUL 20 CHC BLOCK PAYMENT,M8 8XB, , , , ,,COV19JUL20EH
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,ADVINIA HEALTH CARE LTD,33079059,52906.49,JUL 20 CHC BLOCK PAYMENT,M18 8DF, , , , ,,COV19JUL20ET
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE LTD,33079073,72086.37,JUL 20 CHC BLOCK PAYMENT,M22 4RY, , , , ,218770886,COV19JUL20FH
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,QUALIA CARE LTD,33079076,33314.81,JUL 20 CHC BLOCK PAYMENT,LS1 2SP, , , , ,,COV19JUL20FK
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,GGS CARE HOME LTD,33079079,26185.1,JUL 20 CHC BLOCK PAYMENT,M7 4FF, , , , ,,COV19JUL20FN
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,33081315,92538,,BB3 0FG, , , , ,654939786,S0036458
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,33081316,174983.76,,BB3 0FG, , , , ,654939786,S0036641
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,33081317,137074,,BB3 0FG, , , , ,654939786,S0036648
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,67816.67,ZPMSUP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,6405.38,EXTHDP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,3189.44,CLINDP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ARORA SC,33091097,6626.25,PCNSUP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,1195.23,PARTIP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,10372.48,WASTE,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,3653,COST,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,1541.67,NRENT,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,11726.5,RANDRP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,2706.29,RAMWP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,6065.73,QUASPP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,3759.3,PENEEP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ARORA SC,33091097,4004.37,PENERP,M19 3BS, , , , ,,MAN000028350
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,AGHA AS,33091098,42158.64,GSUMG,M12 5RU, , , , ,,MAN000028352
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,AGHA AS,33091098,822.67,PARTIG,M12 5RU, , , , ,,MAN000028352
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,AGHA AS,33091098,1408,NRENT,M12 5RU, , , , ,,MAN000028352
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AGHA AS,33091098,3034.45,QUASPG,M12 5RU, , , , ,,MAN000028352
Department of Health,NHS Manchester CCG,31/07/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,AGHA AS,33091098,1401.27,PRYERG,M12 5RU, , , , ,,MAN000028352
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,AGHA AS,33091098,1412.96,PRYEEG,M12 5RU, , , , ,,MAN000028352
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BOKAHRI AA,33091099,95106.41,BABALP,M8 8UP, , , , ,,MAN000028354
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BOKAHRI AA,33091099,1866.7,PARTIP,M8 8UP, , , , ,,MAN000028354
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BOKAHRI AA,33091099,259.55,RAMWP,M8 8UP, , , , ,,MAN000028354
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BOKAHRI AA,33091099,6840.53,QUASPP,M8 8UP, , , , ,,MAN000028354
Department of Health,NHS Manchester CCG,31/07/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BOKAHRI AA,33091099,495,PENEEP,M8 8UP, , , , ,,MAN000028354
Department of Health,NHS Manchester CCG,31/07/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BOKAHRI AA,33091099,527.26,PENERP,M8 8UP, , , , ,,MAN000028354
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-420.56,STATL,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-34.7,VOLL,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-1060.37,PRYERG,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-1830.38,URLS,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-60.52,PENAVG,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-11573.11,SUPCEE,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-3628.55,PENEEG,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-16581.94,"SUPCER,PENERG",M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-339.65,PRYAVG,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091100,-882.02,PRYEEG,M16 9RT, , , , ,,MAN000028357
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,78859.64,GSUMG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,1523.05,PARTIG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,4095.83,NRENT,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,6906.59,QUASPG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,ME - GMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,8582.88,PRYERG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,362.52,PENAVG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,2154.31,PENEEG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,1739.74,PENERG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BOWLEY C,33091101,9561.6,PRYEEG,M16 9RT, , , , ,,MAN000028358
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GARSON M,33091103,38228.42,GSUMG,M14 6SQ, , , , ,,MAN000028400
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,GARSON M,33091103,805.53,PARTIG,M14 6SQ, , , , ,,MAN000028400
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GARSON M,33091103,1512.5,RENT,M14 6SQ, , , , ,,MAN000028400
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,GARSON M,33091103,158.82,RAMW,M14 6SQ, , , , ,,MAN000028400
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GARSON M,33091103,2102.49,QUASPG,M14 6SQ, , , , ,,MAN000028400
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,GARSON M,33091103,506.25,PENEEG,M14 6SQ, , , , ,,MAN000028400
Department of Health,NHS Manchester CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,104050.58,APMESS,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,C&M-APMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,18141.99,SICKCA,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,1540,LEARNP,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,724.96,PARTIP,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,2500.19,QUASPP,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,7592.85,PRYERP,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,HAWTHORN MEDICAL CENTRE,33091105,6966.14,PRYEEP,M14 6FS, , , , ,,MAN000028408
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,OSHEA GM,33091108,100162.18,GSUMG,M4 6EE, , , , ,,MAN000028446
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,OSHEA GM,33091108,1874.19,PARTIG,M4 6EE, , , , ,,MAN000028446
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,OSHEA GM,33091108,6268.75,QUASPG,M4 6EE, , , , ,,MAN000028446
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension AVCs,PRC DELEGATED CO-COMMISSIONING,OSHEA GM,33091108,20.28,PENAVG,M4 6EE, , , , ,,MAN000028446
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,OSHEA GM,33091108,229.18,PENEEG,M4 6EE, , , , ,,MAN000028446
Department of Health,NHS Manchester CCG,31/07/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,OSHEA GM,33091108,263.62,PENERG,M4 6EE, , , , ,,MAN000028446
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,THORNBURY COMMUNITY SERVICES,33098132,26902.52,CHC BLOCK PAYMENT 8TH TO 14TH JUL 2020,BS41 9FH, , , , ,GB676285493,COV19JUL20GK
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,PLANNED CARE,ALLIANCE MEDICAL LTD,33105269,28404.64,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/286f0a94-9a25-5a26-b20a-d099a2953b94,CV34 6DA, , , , ,GB 523318667,AML155072
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMISSIONING SCHEMES,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,33106229,2400.86,,M25 3BL, , , , ,GB654929594,100408-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,33106229,85268.16,,M25 3BL, , , , ,GB654929594,100408-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE ELDERLY SERVICES,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,33106229,224031,,M25 3BL, , , , ,GB654929594,100408-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMISSIONING SCHEMES,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,33106229,98488.64,,M25 3BL, , , , ,GB654929594,100408-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,33106229,282817.03,,M25 3BL, , , , ,GB654929594,100408-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,33106229,7397361.96,,M25 3BL, , , , ,GB654929594,100408-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,BOLTON NHS FOUNDATION TRUST,33106231,39.45,,BL4 0JR, , , , ,GB654913421,100407-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BOLTON NHS FOUNDATION TRUST,33106231,35827.37,,BL4 0JR, , , , ,GB654913421,100407-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33106234,37465.98,,L9 7AL, , , , ,,100409-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,33106236,138967.34,,BL1 5DD, , , , ,654435138,100413-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-NHS Trst,PATIENT TRANSPORT,NORTH WEST AMBULANCE SERVICE NHS TRUST,33106236,200029.15,,BL1 5DD, , , , ,654435138,100413-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-CQUIN,PATIENT TRANSPORT,NORTH WEST AMBULANCE SERVICE NHS TRUST,33106236,8679.18,,BL1 5DD, , , , ,654435138,100413-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,NORTH WEST AMBULANCE SERVICE NHS TRUST,33106236,1965163.38,,BL1 5DD, , , , ,654435138,100413-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,33106239,511.98,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,PENNINE CARE NHS FOUNDATION TRUST,33106239,76.07,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,33106239,976.56,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE CARE NHS FOUNDATION TRUST,33106239,38428.31,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,33106239,200999.74,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,PENNINE CARE NHS FOUNDATION TRUST,33106239,6011.74,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,PENNINE CARE NHS FOUNDATION TRUST,33106239,865.06,,OL6 7SR, , , , ,654425730,100414-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,MERSEY CARE NHS FOUNDATION TRUST,33106241,55219.2,,L34 1PJ, , , , ,654412841,100412-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,MERSEY CARE NHS FOUNDATION TRUST,33106241,4162.67,,L34 1PJ, , , , ,654412841,100412-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-F Trsts,COMMISSIONING SCHEMES,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,6500.47,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-NHSFT-Adult PD (65+),CHC ADULT FULLY FUNDED,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,47443.59,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-NHSFT-Adult PD (<65),CHC ADULT FULLY FUNDED,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,189660.78,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-NHSFT-Children,CHC CHILDREN,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,81457.04,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,315531.55,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,CHILDREN AND YOUNG PERSONS PALLIATIVE CARE,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,552.33,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,65383.87,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,LEARNING DIFFICULTIES,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,3798.76,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,25788364.56,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,CHILDREN AND YOUNG PERSONS PALLIATIVE CARE,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,44183.24,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,5339599.54,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,638528.6,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE ELDERLY SERVICES,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,1514939.28,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
